"","Банк","Дата","Кредити","Статус"
"1752","ГЛОБУС",2016-04-01,886907.26286,"Діючий"
"1753","МАРФІН БАНК ",2016-04-01,1500924.76115,"Діючий"
"1754","А - БАНК",2016-04-01,1863516.58268,"Діючий"
"1755","СЕБ КОРПОРАТИВНИЙ БАНК",2016-04-01,936734.82929,"Діючий"
"1756","ЕКСПРЕС-БАНК",2016-04-01,565542.52254,"Діючий"
"1757","КЛІРИНГОВИЙ ДІМ",2016-04-01,1528136.41818,"Діючий"
"1758","КРЕДИТ ЄВРОПА БАНК ",2016-04-01,1184105.72643,"Діючий"
"1759","БАНК ГРАНТ",2016-04-01,798140.29682,"Діючий"
"1760","БАНК 3/4",2016-04-01,405250.93556,"Діючий"
"1761","БАНК КРЕДИТ ДНІПРО",2016-04-01,4663107.98896,"Діючий"
"1762","БАНК ВОСТОК",2016-04-01,3997782.87874,"Діючий"
"1763","ПІРЕУС БАНК МКБ",2016-04-01,1023544.5377,"Діючий"
"1764","ПОЛТАВА - БАНК",2016-04-01,613469.06202,"Діючий"
"1765","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2016-04-01,5290321.24291,"Діючий"
"1766","ФОРТУНА-БАНК",2016-04-01,3008728.80633,"Діючий"
"1767","АРКАДА",2016-04-01,1491136.41257,"Діючий"
"1768","IНДУСТРІАЛБАНК",2016-04-01,1995447.7803,"Діючий"
"1769","МЕГАБАНК",2016-04-01,7882820.83087,"Діючий"
"1770","УНІВЕРСАЛ БАНК",2016-04-01,4044645.20275,"Діючий"
"1771","ВІЕС БАНК",2016-04-01,1710057.25637,"Діючий"
"1772","КРЕДOБАНК",2016-04-01,4482419.01275,"Діючий"
"1773","ПРОКРЕДИТ БАНК",2016-04-01,5981546.99574,"Діючий"
"1774","ПРАВЕКС-БАНК",2016-04-01,1864553.53248,"Діючий"
"1775","БТА БАНК  ",2016-04-01,501437.65347,"Діючий"
"1776","СІТІБАНК ",2016-04-01,5002559.79574,"Діючий"
"1777","ПІВДЕННИЙ",2016-04-01,12587568.12035,"Діючий"
"1778","КРЕДІ АГРІКОЛЬ БАНК",2016-04-01,14596729.00513,"Діючий"
"1779","ОТП БАНК",2016-04-01,14008507.94709,"Діючий"
"1780","РОДОВІД БАНК",2016-04-01,19083.95256,"Діючий"
"1781","СБЕРБАНК РОСІЇ",2016-04-01,48288994.12965,"Діючий"
"1782","ІНГ БАНК УКРАЇНА",2016-04-01,13557604.83141,"Діючий"
"1783","ПУМБ",2016-04-01,26488709.8103,"Діючий"
"1784","УКРСИББАНК",2016-04-01,19982841.33356,"Діючий"
"1785","ВТБ БАНК",2016-04-01,14335745.05669,"Діючий"
"1786","УКРГАЗБАНК ",2016-04-01,11084012.31901,"Діючий"
"1787","ПРОМІНВЕСТБАНК",2016-04-01,32564610.60528,"Діючий"
"1788","УКРЕКСІМБАНК",2016-04-01,56857540.36631,"Діючий"
"1789","АЛЬФА-БАНК",2016-04-01,28397428.73364,"Діючий"
"1790","РАЙФФАЙЗЕН БАНК АВАЛЬ",2016-04-01,24683315.80477,"Діючий"
"1791","ОЩАДБАНК",2016-04-01,69008824.96799,"Діючий"
"1792","УКРСОЦБАНК",2016-04-01,38115712.54322,"Діючий"
"1793","ПРИВАТБАНК",2016-04-01,186334916.67106,"Діючий"
"1794","ДЕЛЬТА БАНК",2016-04-01,NA,"Ліквідований"
"1795","НАДРА",2016-04-01,NA,"Ліквідований"
"1796","IМЕКСБАНК",2016-04-01,NA,"Ліквідований"
"1797","ЗЛАТОБАНК",2016-04-01,NA,"Ліквідований"
"1798","УКРБІЗНЕСБАНК ",2016-04-01,NA,"Ліквідований"
"1799","ОМЕГА БАНК",2016-04-01,NA,"Ліквідований"
"1800","КРЕДИТПРОМБАНК",2016-04-01,NA,"Ліквідований"
"1801","ПРОФІН БАНК",2016-04-01,NA,"Ліквідований"
"1802","СТАНДАРТ",2016-04-01,NA,"Ліквідований"
"1803","АСТРА БАНК",2016-04-01,NA,"Ліквідований"
"1804","ЕНЕРГОБАНК",2016-04-01,NA,"Ліквідований"
"1805","УКРГАЗПРОМБАНК",2016-04-01,NA,"Ліквідований"
"1806","КИЇВ",2016-04-01,NA,"Ліквідований"
"1807","БАНК КОНТРАКТ",2016-04-01,NA,"Ліквідований"
"1808","БАНК СОФІЙСЬКИЙ",2016-04-01,NA,"Ліквідований"
"1809","ДЕРЖЗЕМБАНК",2016-04-01,NA,"Ліквідований"
"1810","БАНК НАРОДНИЙ КАПІТАЛ",2016-04-01,NA,"Ліквідований"
"1811","ЄВРОБАНК",2016-04-01,953029.49851,"Ліквідований"
"1812","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2016-04-01,128070.58536,"Ліквідований"
"1813","БАНК ВЕЛЕС",2016-04-01,NA,"Ліквідований"
"1814","СТОЛИЧНИЙ",2016-04-01,NA,"Ліквідований"
"1815","РАДИКАЛ БАНК",2016-04-01,NA,"Ліквідований"
"1816","ТК КРЕДИТ",2016-04-01,NA,"Ліквідований"
"1817","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2016-04-01,NA,"Ліквідований"
"1818","КСГ БАНК ",2016-04-01,379301.74331,"Ліквідований"
"1819","ФІНАНС БАНК",2016-04-01,161970.67727,"Ліквідований"
"1820","УКООПСПІЛКА",2016-04-01,NA,"Ліквідований"
"1821","КАПІТАЛ",2016-04-01,NA,"Ліквідований"
"1822","КЛАСИКБАНК",2016-04-01,260989.57218,"Ліквідований"
"1823","IНТЕГРАЛ - БАНК",2016-04-01,NA,"Ліквідований"
"1824","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2016-04-01,NA,"Ліквідований"
"1825","ЮНІОН СТАНДАРД БАНК",2016-04-01,NA,"Ліквідований"
"1826","ПРЕМIУМ",2016-04-01,NA,"Ліквідований"
"1827","СМАРТБАНК ",2016-04-01,344906.97302,"Ліквідований"
"1828","АВАНТ-БАНК",2016-04-01,NA,"Ліквідований"
"1829","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2016-04-01,NA,"Ліквідований"
"1830","ПЛАТИНУМ БАНК",2016-04-01,6326557.13903,"Діючий"
"1831","БАНК КИЇВСЬКА РУСЬ ",2016-04-01,NA,"Ліквідований"
"1832","СОЮЗ",2016-04-01,NA,"Ліквідований"
"1833","БАНК МИХАЙЛІВСЬКИЙ",2016-04-01,2139076.79994,"Ліквідований"
"1834","УНIКОМБАНК",2016-04-01,NA,"Ліквідований"
"1835","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2016-04-01,NA,"Ліквідований"
"1836","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2016-04-01,NA,"Ліквідований"
"1837","ХРЕЩАТИК",2016-04-01,3611038.47124,"Ліквідований"
"1838","УКРІНБАНК",2016-04-01,NA,"Ліквідований"
"1839","ФІДОБАНК",2016-04-01,3639656.53702,"Ліквідований"
"1840","БАНК ФІНАНСИ ТА КРЕДИТ",2016-04-01,NA,"Ліквідований"
"1841","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2016-04-01,NA,"Ліквідований"
"1842","ПРАЙМ-БАНК",2016-04-01,NA,"Ліквідований"
"1843","IНТЕРБАНК",2016-04-01,NA,"Ліквідований"
"1844","ЛЕГБАНК",2016-04-01,NA,"Ліквідований"
"1845","ГРІН БАНК",2016-04-01,NA,"Ліквідований"
"1846","УКРКОМУНБАНК",2016-04-01,NA,"Ліквідований"
"1847","СТАРОКИЇВСЬКИЙ БАНК",2016-04-01,NA,"Ліквідований"
"1848","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2016-04-01,NA,"Ліквідований"
"1849","МЕЛІОР БАНК",2016-04-01,NA,"Ліквідований"
"1850","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2016-04-01,NA,"Ліквідований"
"1851","ІНТЕРКРЕДИТБАНК",2016-04-01,NA,"Ліквідований"
"1852","БАНК МОРСЬКИЙ",2016-04-01,NA,"Ліквідований"
"1853","ЗАХІДІНКОМБАНК",2016-04-01,NA,"Ліквідований"
"1854","ДАНІЕЛЬ",2016-04-01,NA,"Ліквідований"
"1855","ПОРТО-ФРАНКО",2016-04-01,NA,"Ліквідований"
"1856","ПРОМЕКОНОМБАНК",2016-04-01,NA,"Ліквідований"
"1857","ФІНРОСТБАНК",2016-04-01,NA,"Ліквідований"
"1858","БАНК РЕНЕСАНС КАПІТАЛ",2016-04-01,NA,"Ліквідований"
"1859","АКСІОМА",2016-04-01,NA,"Ліквідований"
"1860","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2016-04-01,NA,"Ліквідований"
"1861","АВТОКРАЗБАНК",2016-04-01,NA,"Ліквідований"
"1862","БАНК МЕРКУРІЙ",2016-04-01,NA,"Ліквідований"
"1863","ЕКСПОБАНК",2016-04-01,NA,"Ліквідований"
"1864","БАНК ПЕРШИЙ",2016-04-01,NA,"Ліквідований"
"1865","БАНК ДЕМАРК",2016-04-01,NA,"Ліквідований"
"1866","БАНК ЗОЛОТІ ВОРОТА",2016-04-01,NA,"Ліквідований"
"1867","БАНК КАМБІО",2016-04-01,NA,"Ліквідований"
"1868","БАНК КІПРУ",2016-04-01,NA,"Ліквідований"
"1869","ЄВРОГАЗБАНК ",2016-04-01,NA,"Ліквідований"
"1870","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2016-04-01,NA,"Ліквідований"
"1871","ТЕРРА БАНК",2016-04-01,NA,"Ліквідований"
"1872","АКТИВ - БАНК",2016-04-01,NA,"Ліквідований"
"1873","АКТАБАНК ",2016-04-01,NA,"Ліквідований"
"1874","ПІВДЕНКОМБАНК ",2016-04-01,NA,"Ліквідований"
"1875","РЕАЛ БАНК",2016-04-01,NA,"Ліквідований"
"1876","БАНК ФОРУМ",2016-04-01,NA,"Ліквідований"
"1877","ВIEЙБI БАНК",2016-04-01,NA,"Ліквідований"
"1878","БРОКБІЗНЕСБАНК",2016-04-01,NA,"Ліквідований"
"1879","БГ БАНК",2016-04-01,NA,"Ліквідований"
"1880","РВС БАНК",2016-04-01,150066.49975,"Діючий"
"1881","ФІНАНСОВА ІНІЦІАТИВА",2016-07-01,11614426.3453,"Діючий"
"1882","АРТЕМ-БАНК",2016-07-01,450424.73877,"Ліквідований"
"1883","БАНК ТРАСТ",2016-07-01,563196.03386,"Діючий"
"1884","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2016-07-01,NA,"Діючий"
"1885","БАНК ФАМІЛЬНИЙ",2016-07-01,27868.79203,"Діючий"
"1886","АПЕКС-БАНК",2016-07-01,256742.50202,"Діючий"
"1887","НОВИЙ",2016-07-01,567160.37904,"Діючий"
"1888","РЕГІОН-БАНК",2016-07-01,272745.60666,"Діючий"
"1889","АКОРДБАНК",2016-07-01,330862.20082,"Діючий"
"1890","ЗЕМЕЛЬНИЙ КАПІТАЛ",2016-07-01,131944.61238,"Діючий"
"1891","ФІНЕКСБАНК",2016-07-01,156235.71652,"Ліквідований"
"1892","ВЕКТОР БАНК",2016-07-01,173002.40339,"Діючий"
"1893","КРЕДИТ ОПТИМА БАНК",2016-07-01,109475.25034,"Діючий"
"1894","БАНК ПОРТАЛ",2016-07-01,129007.68793,"Діючий"
"1895","АЛЬПАРІ БАНК",2016-07-01,1586.03663,"Діючий"
"1896","НЕОС БАНК",2016-07-01,3329.1867,"Діючий"
"1897","ЛЬВІВ",2016-07-01,774637.60977,"Діючий"
"1898","БАНК СІЧ",2016-07-01,577925.89186,"Діючий"
"1899","УКРБУДІНВЕСТБАНК",2016-07-01,197872.7435,"Діючий"
"1900","АП БАНК",2016-07-01,71247.87555,"Діючий"
"1901","ГЕФЕСТ",2016-07-01,126444.90402,"Діючий"
"1902","ЦЕНТР",2016-07-01,113626.95314,"Діючий"
"1903","ФІНАНСОВИЙ ПАРТНЕР",2016-07-01,60143.56141,"Діючий"
"1904","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2016-07-01,200903.58839,"Діючий"
"1905","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2016-07-01,342242.7247,"Діючий"
"1906","НК БАНК",2016-07-01,204315.51587,"Діючий"
"1907","ДІАМАНТБАНК",2016-07-01,3615201.08898,"Діючий"
"1908","МЕТАБАНК",2016-07-01,230809.04077,"Діючий"
"1909","АЙБОКС БАНК",2016-07-01,340667.78419,"Діючий"
"1910","ІНВЕСТБАНК",2016-07-01,298483.60701,"Діючий"
"1911","ВЕРНУМ БАНК",2016-07-01,247081.28837,"Діючий"
"1912","РОЗРАХУНКОВИЙ ЦЕНТР",2016-07-01,NA,"Діючий"
"1913","БАНК АЛЬЯНС",2016-07-01,85064.01354,"Діючий"
"1914","КОМІНВЕСТБАНК",2016-07-01,670947.45107,"Діючий"
"1915","МОТОР-БАНК",2016-07-01,153610.32267,"Діючий"
"1916","ЮНЕКС БАНК",2016-07-01,802264.86949,"Діючий"
"1917","КОНКОРД",2016-07-01,190341.60698,"Діючий"
"1918","МІСТО БАНК",2016-07-01,1659278.80381,"Діючий"
"1919","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2016-07-01,219510.61459,"Діючий"
"1920","ОКСІ БАНК",2016-07-01,312048.425,"Діючий"
"1921","БАНК АВАНГАРД",2016-07-01,43556.15942,"Діючий"
"1922","БАНК БОГУСЛАВ",2016-07-01,401808.5784,"Діючий"
"1923","ПОЛІКОМБАНК",2016-07-01,257583.81226,"Діючий"
"1924","ФІНБАНК",2016-07-01,685091.3231,"Діючий"
"1925","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-07-01,2128629.63096,"Діючий"
"1926","КРЕДИТВЕСТ БАНК",2016-07-01,564483.13882,"Діючий"
"1927","РАДАБАНК",2016-07-01,370885.66204,"Діючий"
"1928","ЄВРОПРОМБАНК",2016-07-01,905542.31442,"Діючий"
"1929","БАНК ЮНІСОН",2016-07-01,366341.90648,"Діючий"
"1930","ТРАСТ-КАПІТАЛ",2016-07-01,189203.42834,"Діючий"
"1931","КРИСТАЛБАНК",2016-07-01,122448.18882,"Діючий"
"1932","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-07-01,702838.91197,"Діючий"
"1933","ІДЕЯ БАНК",2016-07-01,2190299.40905,"Діючий"
"1934","ДІВІ БАНК",2016-07-01,144234.21536,"Діючий"
"1935","АСВІО БАНК",2016-07-01,748910.48538,"Діючий"
"1936","ДОЙЧЕ БАНК ДБУ",2016-07-01,939146.74733,"Діючий"
"1937","БАНК ФОРВАРД",2016-07-01,989829.35292,"Діючий"
"1938","ТАСКОМБАНК",2016-07-01,4332451.28821,"Діючий"
"1939","БМ БАНК",2016-07-01,2050337.88195,"Діючий"
"1940","ГЛОБУС",2016-07-01,948145.76455,"Діючий"
"1941","МАРФІН БАНК ",2016-07-01,1427555.16978,"Діючий"
"1942","А - БАНК",2016-07-01,1972765.24247,"Діючий"
"1943","СЕБ КОРПОРАТИВНИЙ БАНК",2016-07-01,766515.15827,"Діючий"
"1944","ЕКСПРЕС-БАНК",2016-07-01,557999.43722,"Діючий"
"1945","КЛІРИНГОВИЙ ДІМ",2016-07-01,1186216.45492,"Діючий"
"1946","КРЕДИТ ЄВРОПА БАНК ",2016-07-01,1189303.46825,"Діючий"
"1947","БАНК ГРАНТ",2016-07-01,681014.72142,"Діючий"
"1948","БАНК 3/4",2016-07-01,392028.05389,"Діючий"
"1949","БАНК КРЕДИТ ДНІПРО",2016-07-01,4230811.3775,"Діючий"
"1950","БАНК ВОСТОК",2016-07-01,3925369.60799,"Діючий"
"1951","ПІРЕУС БАНК МКБ",2016-07-01,850149.1273,"Діючий"
"1952","ПОЛТАВА - БАНК",2016-07-01,601925.05625,"Діючий"
"1953","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2016-07-01,4272261.10923,"Діючий"
"1954","ФОРТУНА-БАНК",2016-07-01,2836742.17958,"Діючий"
"1955","АРКАДА",2016-07-01,1374089.95096,"Діючий"
"1956","IНДУСТРІАЛБАНК",2016-07-01,1942775.78387,"Діючий"
"1957","МЕГАБАНК",2016-07-01,7654466.8007,"Діючий"
"1958","УНІВЕРСАЛ БАНК",2016-07-01,3810196.15753,"Діючий"
"1959","ВІЕС БАНК",2016-07-01,1662131.77232,"Діючий"
"1960","КРЕДOБАНК",2016-07-01,4720572.78216,"Діючий"
"1961","ПРОКРЕДИТ БАНК",2016-07-01,6704981.79683,"Діючий"
"1962","ПРАВЕКС-БАНК",2016-07-01,1755720.04664,"Діючий"
"1963","БТА БАНК  ",2016-07-01,487508.28951,"Діючий"
"1964","СІТІБАНК ",2016-07-01,4965178.36479,"Діючий"
"1965","ПІВДЕННИЙ",2016-07-01,12286081.6676,"Діючий"
"1966","КРЕДІ АГРІКОЛЬ БАНК",2016-07-01,13895760.5548,"Діючий"
"1967","ОТП БАНК",2016-07-01,13466806.28004,"Діючий"
"1968","РОДОВІД БАНК",2016-07-01,11274.59912,"Діючий"
"1969","СБЕРБАНК РОСІЇ",2016-07-01,39551965.53655,"Діючий"
"1970","ІНГ БАНК УКРАЇНА",2016-07-01,12503613.05985,"Діючий"
"1971","ПУМБ",2016-07-01,25443674.68628,"Діючий"
"1972","УКРСИББАНК",2016-07-01,18178188.11997,"Діючий"
"1973","ВТБ БАНК",2016-07-01,13348946.33278,"Діючий"
"1974","УКРГАЗБАНК ",2016-07-01,11091704.92278,"Діючий"
"1975","ПРОМІНВЕСТБАНК",2016-07-01,27592656.49593,"Діючий"
"1976","УКРЕКСІМБАНК",2016-07-01,55726247.37154,"Діючий"
"1977","АЛЬФА-БАНК",2016-07-01,29010768.80776,"Діючий"
"1978","РАЙФФАЙЗЕН БАНК АВАЛЬ",2016-07-01,24824965.90805,"Діючий"
"1979","ОЩАДБАНК",2016-07-01,66574009.28818,"Діючий"
"1980","УКРСОЦБАНК",2016-07-01,36043962.93431,"Діючий"
"1981","ПРИВАТБАНК",2016-07-01,166499508.88213,"Діючий"
"1982","ДЕЛЬТА БАНК",2016-07-01,NA,"Ліквідований"
"1983","НАДРА",2016-07-01,NA,"Ліквідований"
"1984","IМЕКСБАНК",2016-07-01,NA,"Ліквідований"
"1985","ЗЛАТОБАНК",2016-07-01,NA,"Ліквідований"
"1986","УКРБІЗНЕСБАНК ",2016-07-01,NA,"Ліквідований"
"1987","ОМЕГА БАНК",2016-07-01,NA,"Ліквідований"
"1988","КРЕДИТПРОМБАНК",2016-07-01,NA,"Ліквідований"
"1989","ПРОФІН БАНК",2016-07-01,NA,"Ліквідований"
"1990","СТАНДАРТ",2016-07-01,NA,"Ліквідований"
"1991","АСТРА БАНК",2016-07-01,NA,"Ліквідований"
"1992","ЕНЕРГОБАНК",2016-07-01,NA,"Ліквідований"
"1993","УКРГАЗПРОМБАНК",2016-07-01,NA,"Ліквідований"
"1994","КИЇВ",2016-07-01,NA,"Ліквідований"
"1995","БАНК КОНТРАКТ",2016-07-01,NA,"Ліквідований"
"1996","БАНК СОФІЙСЬКИЙ",2016-07-01,NA,"Ліквідований"
"1997","ДЕРЖЗЕМБАНК",2016-07-01,NA,"Ліквідований"
"1998","БАНК НАРОДНИЙ КАПІТАЛ",2016-07-01,NA,"Ліквідований"
"1999","ЄВРОБАНК",2016-07-01,381016.96235,"Ліквідований"
"2000","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2016-07-01,NA,"Ліквідований"
"2001","БАНК ВЕЛЕС",2016-07-01,NA,"Ліквідований"
"2002","СТОЛИЧНИЙ",2016-07-01,NA,"Ліквідований"
"2003","РАДИКАЛ БАНК",2016-07-01,NA,"Ліквідований"
"2004","ТК КРЕДИТ",2016-07-01,NA,"Ліквідований"
"2005","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2016-07-01,NA,"Ліквідований"
"2006","КСГ БАНК ",2016-07-01,396457.22908,"Ліквідований"
"2007","ФІНАНС БАНК",2016-07-01,NA,"Ліквідований"
"2008","УКООПСПІЛКА",2016-07-01,NA,"Ліквідований"
"2009","КАПІТАЛ",2016-07-01,NA,"Ліквідований"
"2010","КЛАСИКБАНК",2016-07-01,250172.91664,"Ліквідований"
"2011","IНТЕГРАЛ - БАНК",2016-07-01,NA,"Ліквідований"
"2012","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2016-07-01,NA,"Ліквідований"
"2013","ЮНІОН СТАНДАРД БАНК",2016-07-01,NA,"Ліквідований"
"2014","ПРЕМIУМ",2016-07-01,NA,"Ліквідований"
"2015","СМАРТБАНК ",2016-07-01,110100.08522,"Ліквідований"
"2016","АВАНТ-БАНК",2016-07-01,NA,"Ліквідований"
"2017","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2016-07-01,NA,"Ліквідований"
"2018","ПЛАТИНУМ БАНК",2016-07-01,6275426.29709,"Діючий"
"2019","БАНК КИЇВСЬКА РУСЬ ",2016-07-01,NA,"Ліквідований"
"2020","СОЮЗ",2016-07-01,NA,"Ліквідований"
"2021","БАНК МИХАЙЛІВСЬКИЙ",2016-07-01,NA,"Ліквідований"
"2022","УНIКОМБАНК",2016-07-01,NA,"Ліквідований"
"2023","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2016-07-01,NA,"Ліквідований"
"2024","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2016-07-01,NA,"Ліквідований"
"2025","ХРЕЩАТИК",2016-07-01,NA,"Ліквідований"
"2026","УКРІНБАНК",2016-07-01,NA,"Ліквідований"
"2027","ФІДОБАНК",2016-07-01,NA,"Ліквідований"
"2028","БАНК ФІНАНСИ ТА КРЕДИТ",2016-07-01,NA,"Ліквідований"
"2029","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2016-07-01,NA,"Ліквідований"
"2030","ПРАЙМ-БАНК",2016-07-01,NA,"Ліквідований"
"2031","IНТЕРБАНК",2016-07-01,NA,"Ліквідований"
"2032","ЛЕГБАНК",2016-07-01,NA,"Ліквідований"
"2033","ГРІН БАНК",2016-07-01,NA,"Ліквідований"
"2034","УКРКОМУНБАНК",2016-07-01,NA,"Ліквідований"
"2035","СТАРОКИЇВСЬКИЙ БАНК",2016-07-01,NA,"Ліквідований"
"2036","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2016-07-01,NA,"Ліквідований"
"2037","МЕЛІОР БАНК",2016-07-01,NA,"Ліквідований"
"2038","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2016-07-01,NA,"Ліквідований"
"2039","ІНТЕРКРЕДИТБАНК",2016-07-01,NA,"Ліквідований"
"2040","БАНК МОРСЬКИЙ",2016-07-01,NA,"Ліквідований"
"2041","ЗАХІДІНКОМБАНК",2016-07-01,NA,"Ліквідований"
"2042","ДАНІЕЛЬ",2016-07-01,NA,"Ліквідований"
"2043","ПОРТО-ФРАНКО",2016-07-01,NA,"Ліквідований"
"2044","ПРОМЕКОНОМБАНК",2016-07-01,NA,"Ліквідований"
"2045","ФІНРОСТБАНК",2016-07-01,NA,"Ліквідований"
"2046","БАНК РЕНЕСАНС КАПІТАЛ",2016-07-01,NA,"Ліквідований"
"2047","АКСІОМА",2016-07-01,NA,"Ліквідований"
"2048","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2016-07-01,NA,"Ліквідований"
"2049","АВТОКРАЗБАНК",2016-07-01,NA,"Ліквідований"
"2050","БАНК МЕРКУРІЙ",2016-07-01,NA,"Ліквідований"
"2051","ЕКСПОБАНК",2016-07-01,NA,"Ліквідований"
"2052","БАНК ПЕРШИЙ",2016-07-01,NA,"Ліквідований"
"2053","БАНК ДЕМАРК",2016-07-01,NA,"Ліквідований"
"2054","БАНК ЗОЛОТІ ВОРОТА",2016-07-01,NA,"Ліквідований"
"2055","БАНК КАМБІО",2016-07-01,NA,"Ліквідований"
"2056","БАНК КІПРУ",2016-07-01,NA,"Ліквідований"
"2057","ЄВРОГАЗБАНК ",2016-07-01,NA,"Ліквідований"
"2058","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2016-07-01,NA,"Ліквідований"
"2059","ТЕРРА БАНК",2016-07-01,NA,"Ліквідований"
"2060","АКТИВ - БАНК",2016-07-01,NA,"Ліквідований"
"2061","АКТАБАНК ",2016-07-01,NA,"Ліквідований"
"2062","ПІВДЕНКОМБАНК ",2016-07-01,NA,"Ліквідований"
"2063","РЕАЛ БАНК",2016-07-01,NA,"Ліквідований"
"2064","БАНК ФОРУМ",2016-07-01,NA,"Ліквідований"
"2065","ВIEЙБI БАНК",2016-07-01,NA,"Ліквідований"
"2066","БРОКБІЗНЕСБАНК",2016-07-01,NA,"Ліквідований"
"2067","БГ БАНК",2016-07-01,NA,"Ліквідований"
"2068","РВС БАНК",2016-07-01,193800.51942,"Діючий"
"2069","ФІНАНСОВА ІНІЦІАТИВА",2016-10-01,11245489.51423,"Діючий"
"2070","АРТЕМ-БАНК",2016-10-01,254507.56148,"Ліквідований"
"2071","БАНК ТРАСТ",2016-10-01,423303.14863,"Діючий"
"2072","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2016-10-01,NA,"Діючий"
"2073","БАНК ФАМІЛЬНИЙ",2016-10-01,26189.71719,"Діючий"
"2074","АПЕКС-БАНК",2016-10-01,186614.74209,"Діючий"
"2075","НОВИЙ",2016-10-01,520083.59661,"Діючий"
"2076","РЕГІОН-БАНК",2016-10-01,253309.1728,"Діючий"
"2077","АКОРДБАНК",2016-10-01,336578.08015,"Діючий"
"2078","ЗЕМЕЛЬНИЙ КАПІТАЛ",2016-10-01,145935.6766,"Діючий"
"2079","ФІНЕКСБАНК",2016-10-01,160736.68374,"Ліквідований"
"2080","ВЕКТОР БАНК",2016-10-01,184624.6323,"Діючий"
"2081","КРЕДИТ ОПТИМА БАНК",2016-10-01,108648.90306,"Діючий"
"2082","БАНК ПОРТАЛ",2016-10-01,131062.99806,"Діючий"
"2083","АЛЬПАРІ БАНК",2016-10-01,4884.87856,"Діючий"
"2084","НЕОС БАНК",2016-10-01,NA,"Діючий"
"2085","ЛЬВІВ",2016-10-01,756316.5794,"Діючий"
"2086","БАНК СІЧ",2016-10-01,542551.80404,"Діючий"
"2087","УКРБУДІНВЕСТБАНК",2016-10-01,163611.20758,"Діючий"
"2088","АП БАНК",2016-10-01,81577.72784,"Діючий"
"2089","ГЕФЕСТ",2016-10-01,127598.7723,"Діючий"
"2090","ЦЕНТР",2016-10-01,125813.0131,"Діючий"
"2091","ФІНАНСОВИЙ ПАРТНЕР",2016-10-01,56945.85769,"Діючий"
"2092","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2016-10-01,166158.93027,"Діючий"
"2093","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2016-10-01,293686.84598,"Діючий"
"2094","НК БАНК",2016-10-01,192436.91694,"Діючий"
"2095","ДІАМАНТБАНК",2016-10-01,3466476.69634,"Діючий"
"2096","МЕТАБАНК",2016-10-01,205488.17014,"Діючий"
"2097","АЙБОКС БАНК",2016-10-01,342715.67729,"Діючий"
"2098","ІНВЕСТБАНК",2016-10-01,308102.12408,"Діючий"
"2099","ВЕРНУМ БАНК",2016-10-01,252898.60827,"Діючий"
"2100","РОЗРАХУНКОВИЙ ЦЕНТР",2016-10-01,NA,"Діючий"
"2101","БАНК АЛЬЯНС",2016-10-01,109628.75224,"Діючий"
"2102","КОМІНВЕСТБАНК",2016-10-01,698390.73397,"Діючий"
"2103","МОТОР-БАНК",2016-10-01,150621.8617,"Діючий"
"2104","ЮНЕКС БАНК",2016-10-01,568431.34226,"Діючий"
